Date,Open,High,Low,Close,Adj Close,Volume
2020-11-09,1.192962,1.194196,1.040991,1.077289,1.077289,233760
2020-11-10,1.077289,1.157905,1.062064,1.143675,1.143675,269979
2020-11-11,1.143675,1.190804,1.056687,1.069411,1.069411,316453
2020-11-12,1.069411,1.078522,0.985686,1.040037,1.040037,333849
2020-11-13,1.040037,1.138970,1.040037,1.132561,1.132561,359195
2020-11-14,1.132561,1.200966,1.046123,1.154610,1.154610,785134
2020-11-15,1.154610,1.283540,1.123504,1.161406,1.161406,993960
2020-11-16,1.161406,1.239331,1.140885,1.233443,1.233443,677449
2020-11-17,1.284766,1.472063,1.283007,1.424845,1.424845,1652344
2020-11-18,1.424845,1.500216,1.287219,1.468363,1.468363,1611938
2020-11-19,1.468363,1.700718,1.451270,1.647381,1.647381,2248909
2020-11-20,1.647381,1.763509,1.584883,1.709536,1.709536,1639468
2020-11-21,1.709536,1.922598,1.670070,1.804614,1.804614,415946
2020-11-22,1.804614,1.819971,1.532433,1.651260,1.651260,1175260
2020-11-23,1.651260,1.877530,1.622860,1.769176,1.769176,1211493
2020-11-24,1.773314,1.794004,1.569084,1.624744,1.624744,1563379
2020-11-25,1.629224,1.642662,1.468048,1.500669,1.500669,1166447
2020-11-26,1.500624,1.509669,1.125291,1.365041,1.365041,156495
2020-11-27,1.365111,1.467822,1.270922,1.309956,1.309956,304383
2020-11-28,1.309967,1.397388,1.286420,1.358425,1.358425,631291
2020-11-29,1.358437,1.405292,1.332317,1.396383,1.396383,348799
2020-11-30,1.396374,1.516844,1.361943,1.425549,1.425549,1048823
2020-12-01,1.425550,1.498150,1.339277,1.353746,1.353746,235609
2020-12-02,1.353796,1.439775,1.319586,1.439217,1.439217,83601
2020-12-03,1.439248,1.505901,1.411161,1.493555,1.493555,862182
2020-12-04,1.493019,1.598386,1.479154,1.542384,1.542384,984242
2020-12-05,1.542705,1.632347,1.500215,1.561338,1.561338,182385
2020-12-06,1.561337,1.585305,1.475136,1.502167,1.502167,956662
2020-12-07,1.502418,1.508943,1.382370,1.412043,1.412043,449308
2020-12-08,1.412094,1.425623,1.300177,1.311988,1.311988,423217
2020-12-09,1.311959,1.390814,1.284408,1.363156,1.363156,575877
2020-12-10,1.363111,1.368302,1.246404,1.256055,1.256055,435854
2020-12-11,1.256118,1.259508,1.160168,1.162528,1.162528,417879
